Age,Workclass,Education,Marital_Status,Occupation,Relationship,Hours_Per_Week,Sex,Race,Place_Of_Birth,interview_score,cv_assessment_score,prior_hiring_decision
54.0,1.0,21.0,5.0,3255.0,17.0,25.0,1.0,1.0,6.0,7.93,6.45,1
48.0,1.0,14.0,5.0,4251.0,5.0,35.0,1.0,1.0,6.0,5.93,5.23,1
22.0,1.0,19.0,5.0,4110.0,2.0,25.0,1.0,1.0,6.0,6.54,6.76,1
47.0,1.0,21.0,1.0,1006.0,0.0,40.0,1.0,6.0,205.0,6.91,6.55,1
63.0,6.0,15.0,3.0,6250.0,0.0,40.0,1.0,1.0,303.0,4.59,6.09,0
41.0,1.0,21.0,1.0,4850.0,1.0,50.0,2.0,1.0,6.0,5.21,4.56,0
49.0,1.0,16.0,1.0,6005.0,0.0,60.0,1.0,8.0,303.0,6.62,6.24,0
24.0,1.0,16.0,5.0,3649.0,0.0,20.0,2.0,6.0,6.0,4.04,4.9,0
28.0,2.0,21.0,5.0,3255.0,0.0,40.0,2.0,1.0,51.0,4.34,3.91,0
25.0,7.0,16.0,5.0,500.0,2.0,30.0,1.0,8.0,6.0,4.59,5.13,0
45.0,1.0,19.0,5.0,4850.0,13.0,30.0,2.0,1.0,17.0,7.32,5.81,1
59.0,6.0,19.0,3.0,4220.0,0.0,12.0,1.0,1.0,6.0,9.16,8.27,1
19.0,1.0,16.0,5.0,4720.0,2.0,40.0,2.0,8.0,303.0,5.08,5.64,0
56.0,3.0,19.0,1.0,3602.0,1.0,40.0,2.0,6.0,508.0,4.78,3.56,0
51.0,6.0,16.0,1.0,6260.0,0.0,40.0,1.0,8.0,303.0,5.0,5.34,0
47.0,1.0,16.0,1.0,7340.0,0.0,46.0,1.0,1.0,6.0,4.49,5.81,0
44.0,1.0,1.0,1.0,8300.0,0.0,60.0,1.0,8.0,303.0,2.56,4.83,0
52.0,6.0,16.0,3.0,205.0,0.0,45.0,1.0,1.0,6.0,7.12,7.02,1
29.0,7.0,17.0,3.0,6260.0,0.0,40.0,1.0,1.0,158.0,9.46,6.4,1
37.0,3.0,16.0,5.0,6230.0,0.0,40.0,1.0,2.0,6.0,5.78,3.5,1
61.0,1.0,19.0,3.0,4400.0,0.0,40.0,2.0,6.0,247.0,6.21,6.5,1
49.0,6.0,21.0,3.0,8465.0,13.0,20.0,2.0,1.0,17.0,6.7,4.4,0
38.0,1.0,21.0,5.0,2310.0,2.0,35.0,1.0,6.0,42.0,5.8,7.66,0
47.0,1.0,19.0,1.0,5140.0,0.0,40.0,2.0,8.0,6.0,6.38,8.03,1
47.0,1.0,19.0,1.0,4230.0,1.0,40.0,2.0,8.0,312.0,6.43,6.41,0
44.0,1.0,22.0,3.0,4700.0,3.0,50.0,1.0,9.0,6.0,6.51,6.98,0
22.0,1.0,17.0,5.0,9620.0,17.0,40.0,1.0,1.0,6.0,6.96,5.3,1
20.0,1.0,19.0,5.0,3620.0,17.0,30.0,2.0,1.0,6.0,9.4,7.07,1
31.0,1.0,16.0,1.0,6355.0,1.0,40.0,1.0,8.0,6.0,5.82,5.52,0
54.0,2.0,19.0,1.0,3605.0,1.0,32.0,2.0,2.0,6.0,6.0,7.58,1
48.0,3.0,22.0,1.0,2205.0,0.0,40.0,2.0,9.0,6.0,4.82,7.02,1
25.0,1.0,16.0,5.0,4010.0,11.0,40.0,1.0,1.0,6.0,7.59,6.32,0
28.0,1.0,19.0,1.0,2360.0,1.0,15.0,2.0,1.0,6.0,6.36,5.92,1
66.0,6.0,21.0,1.0,710.0,1.0,40.0,1.0,1.0,34.0,7.63,7.61,1
40.0,6.0,15.0,1.0,6355.0,0.0,30.0,1.0,1.0,315.0,5.75,4.55,0
57.0,1.0,6.0,1.0,6050.0,0.0,40.0,1.0,1.0,303.0,6.01,3.7,0
32.0,1.0,16.0,5.0,9142.0,13.0,40.0,1.0,5.0,6.0,6.72,6.38,1
54.0,1.0,16.0,2.0,5740.0,0.0,40.0,2.0,1.0,6.0,4.84,3.23,0
23.0,1.0,16.0,5.0,6515.0,0.0,35.0,1.0,1.0,6.0,5.98,7.74,1
26.0,6.0,21.0,5.0,2751.0,0.0,30.0,1.0,1.0,6.0,7.06,8.1,1
43.0,3.0,21.0,1.0,1360.0,0.0,40.0,1.0,6.0,247.0,5.57,5.34,0
49.0,3.0,23.0,1.0,2205.0,1.0,40.0,2.0,1.0,29.0,5.04,7.28,1
53.0,1.0,19.0,1.0,6305.0,1.0,70.0,1.0,1.0,45.0,4.81,4.4,0
75.0,1.0,19.0,1.0,4810.0,0.0,25.0,1.0,1.0,25.0,7.02,8.02,1
39.0,1.0,22.0,1.0,4710.0,1.0,40.0,1.0,9.0,6.0,5.55,7.63,0
38.0,1.0,19.0,5.0,440.0,13.0,40.0,2.0,1.0,6.0,4.88,4.35,0
50.0,1.0,19.0,1.0,7260.0,0.0,45.0,1.0,1.0,6.0,4.59,6.8,0
24.0,6.0,19.0,5.0,9130.0,2.0,10.0,2.0,1.0,45.0,5.14,4.53,0
32.0,1.0,22.0,1.0,1021.0,0.0,40.0,1.0,1.0,164.0,7.35,6.96,1
62.0,1.0,12.0,1.0,8030.0,0.0,40.0,1.0,8.0,303.0,5.26,6.92,1
82.0,1.0,21.0,1.0,9645.0,0.0,30.0,1.0,1.0,17.0,7.3,6.26,1
31.0,4.0,21.0,5.0,2600.0,0.0,40.0,2.0,9.0,6.0,6.56,6.29,1
56.0,1.0,20.0,1.0,7140.0,0.0,40.0,1.0,1.0,31.0,5.97,6.21,1
32.0,1.0,19.0,5.0,4700.0,0.0,48.0,1.0,2.0,6.0,7.16,7.04,0
41.0,2.0,22.0,1.0,2310.0,1.0,40.0,1.0,1.0,6.0,3.25,4.74,0
49.0,1.0,19.0,1.0,6442.0,1.0,40.0,1.0,8.0,303.0,5.33,6.86,0
70.0,3.0,23.0,1.0,1822.0,0.0,50.0,2.0,1.0,6.0,6.01,7.4,0
66.0,2.0,21.0,1.0,230.0,0.0,50.0,2.0,1.0,54.0,6.01,5.51,0
29.0,1.0,13.0,5.0,4220.0,2.0,40.0,1.0,1.0,303.0,8.24,6.48,1
21.0,1.0,19.0,5.0,9620.0,2.0,40.0,2.0,1.0,6.0,6.04,5.43,0
47.0,2.0,18.0,1.0,5400.0,0.0,40.0,2.0,1.0,6.0,4.47,4.5,0
56.0,1.0,17.0,5.0,6230.0,13.0,40.0,1.0,1.0,2.0,6.73,7.42,1
43.0,3.0,21.0,1.0,3720.0,0.0,56.0,1.0,1.0,6.0,6.7,5.49,1
58.0,6.0,22.0,2.0,2004.0,0.0,30.0,2.0,1.0,36.0,6.04,5.64,0
36.0,6.0,22.0,5.0,735.0,0.0,60.0,2.0,9.0,6.0,6.54,7.69,1
56.0,1.0,18.0,2.0,4940.0,11.0,35.0,2.0,2.0,13.0,4.63,3.7,0
30.0,1.0,19.0,5.0,5550.0,0.0,40.0,1.0,8.0,6.0,5.91,8.01,1
27.0,1.0,19.0,3.0,9645.0,2.0,40.0,1.0,8.0,6.0,4.52,5.68,0
70.0,1.0,4.0,4.0,8335.0,12.0,24.0,1.0,8.0,312.0,1.91,3.13,0
45.0,6.0,1.0,5.0,6410.0,13.0,40.0,1.0,8.0,303.0,3.55,4.15,0
57.0,2.0,19.0,5.0,2016.0,0.0,40.0,2.0,2.0,47.0,4.75,5.23,0
33.0,1.0,16.0,1.0,6230.0,1.0,40.0,1.0,8.0,303.0,5.13,6.08,1
69.0,1.0,19.0,2.0,3602.0,0.0,10.0,2.0,6.0,6.0,3.4,4.92,0
23.0,1.0,16.0,5.0,9645.0,2.0,40.0,1.0,8.0,6.0,5.75,4.7,0
65.0,1.0,19.0,5.0,440.0,0.0,40.0,2.0,1.0,6.0,6.01,8.72,0
62.0,1.0,1.0,1.0,8320.0,6.0,40.0,2.0,8.0,303.0,3.85,5.06,0
40.0,1.0,21.0,1.0,7000.0,1.0,40.0,1.0,8.0,6.0,3.99,6.02,0
40.0,1.0,13.0,1.0,8255.0,0.0,40.0,1.0,8.0,303.0,4.3,3.84,0
43.0,3.0,21.0,1.0,1010.0,0.0,40.0,1.0,1.0,6.0,5.22,5.96,1
43.0,1.0,6.0,1.0,9130.0,0.0,40.0,1.0,8.0,303.0,4.9,7.5,1
34.0,1.0,1.0,1.0,6050.0,1.0,40.0,1.0,8.0,303.0,4.13,2.95,0
22.0,2.0,16.0,5.0,5110.0,12.0,60.0,1.0,8.0,48.0,6.76,6.45,1
43.0,1.0,21.0,1.0,440.0,0.0,40.0,2.0,1.0,362.0,7.98,5.86,1
65.0,1.0,19.0,2.0,3602.0,2.0,28.0,2.0,1.0,42.0,5.32,3.66,0
24.0,1.0,21.0,5.0,735.0,2.0,40.0,1.0,1.0,6.0,7.48,5.06,0
37.0,1.0,21.0,5.0,440.0,2.0,50.0,1.0,6.0,209.0,7.97,7.42,1
57.0,3.0,21.0,3.0,2015.0,0.0,14.0,1.0,1.0,49.0,7.6,6.18,0
24.0,1.0,18.0,5.0,3545.0,2.0,45.0,2.0,1.0,6.0,5.7,6.23,1
52.0,1.0,16.0,1.0,3603.0,1.0,32.0,2.0,1.0,6.0,6.17,5.53,1
56.0,1.0,21.0,1.0,6355.0,5.0,60.0,1.0,1.0,303.0,6.33,5.53,0
19.0,1.0,19.0,5.0,4720.0,4.0,20.0,2.0,1.0,6.0,6.72,4.45,0
58.0,6.0,18.0,3.0,8450.0,0.0,20.0,1.0,1.0,27.0,6.82,4.65,0
36.0,1.0,16.0,1.0,4030.0,1.0,70.0,2.0,1.0,314.0,6.39,4.88,0
71.0,1.0,18.0,5.0,9141.0,0.0,40.0,1.0,9.0,6.0,7.15,5.0,1
52.0,1.0,21.0,1.0,9350.0,0.0,40.0,1.0,6.0,233.0,7.0,4.84,1
56.0,2.0,21.0,2.0,350.0,0.0,40.0,2.0,1.0,22.0,6.12,6.44,1
44.0,1.0,19.0,3.0,9130.0,2.0,40.0,1.0,1.0,6.0,6.89,6.85,1
28.0,4.0,19.0,1.0,3870.0,0.0,56.0,1.0,1.0,6.0,6.48,5.02,1
53.0,1.0,21.0,5.0,1010.0,0.0,40.0,1.0,1.0,6.0,4.75,6.08,1
27.0,1.0,16.0,1.0,4220.0,0.0,40.0,1.0,8.0,303.0,5.13,6.76,1
52.0,3.0,17.0,1.0,10.0,0.0,40.0,1.0,9.0,6.0,6.58,4.23,0
22.0,1.0,20.0,5.0,4600.0,15.0,45.0,2.0,1.0,136.0,6.86,6.74,1
37.0,1.0,19.0,5.0,4720.0,2.0,40.0,2.0,8.0,6.0,6.21,5.29,1
47.0,2.0,21.0,1.0,2040.0,0.0,40.0,1.0,1.0,414.0,8.5,5.57,1
52.0,6.0,23.0,1.0,2840.0,0.0,27.0,2.0,1.0,6.0,6.35,4.49,0
35.0,1.0,19.0,3.0,8990.0,2.0,40.0,1.0,1.0,49.0,6.3,6.3,1
21.0,1.0,16.0,5.0,4720.0,2.0,16.0,1.0,6.0,6.0,5.86,5.94,0
42.0,1.0,21.0,1.0,4230.0,0.0,40.0,2.0,8.0,6.0,6.88,7.21,1
39.0,1.0,16.0,1.0,4220.0,0.0,40.0,2.0,1.0,6.0,4.86,6.16,0
83.0,1.0,15.0,1.0,4140.0,1.0,24.0,1.0,1.0,5.0,6.9,5.57,1
50.0,3.0,19.0,1.0,1050.0,0.0,40.0,1.0,1.0,303.0,7.21,8.48,1
20.0,3.0,19.0,5.0,1050.0,2.0,23.0,1.0,1.0,6.0,7.58,6.26,1
50.0,1.0,19.0,1.0,4120.0,0.0,48.0,2.0,6.0,233.0,6.2,5.91,1
37.0,1.0,18.0,5.0,1021.0,0.0,50.0,1.0,1.0,6.0,7.39,6.89,1
40.0,1.0,19.0,1.0,1021.0,0.0,50.0,1.0,3.0,6.0,5.16,4.72,0
18.0,1.0,13.0,5.0,4760.0,2.0,20.0,1.0,8.0,6.0,5.66,6.04,1
62.0,1.0,21.0,1.0,3300.0,1.0,30.0,2.0,1.0,6.0,7.44,6.31,1
38.0,1.0,16.0,5.0,3930.0,0.0,40.0,2.0,9.0,6.0,6.45,5.88,0
44.0,1.0,19.0,1.0,9130.0,1.0,40.0,1.0,1.0,303.0,5.52,6.23,0
40.0,1.0,21.0,5.0,9130.0,0.0,60.0,1.0,6.0,233.0,6.66,6.73,1
55.0,1.0,6.0,1.0,3930.0,0.0,40.0,1.0,1.0,313.0,2.74,2.69,0
25.0,1.0,21.0,5.0,4700.0,2.0,15.0,2.0,1.0,6.0,6.79,6.19,0
36.0,1.0,16.0,5.0,6200.0,0.0,45.0,1.0,1.0,6.0,8.24,4.98,1
21.0,1.0,19.0,5.0,4760.0,2.0,20.0,2.0,8.0,6.0,5.05,4.34,0
37.0,4.0,14.0,5.0,4220.0,16.0,22.0,1.0,1.0,6.0,6.37,5.17,0
38.0,2.0,19.0,1.0,440.0,1.0,42.0,2.0,1.0,6.0,6.17,6.97,0
46.0,1.0,16.0,4.0,5000.0,0.0,40.0,1.0,1.0,6.0,7.6,6.65,1
35.0,1.0,16.0,1.0,440.0,0.0,54.0,2.0,1.0,6.0,4.46,7.76,0
57.0,2.0,19.0,1.0,440.0,0.0,50.0,1.0,1.0,6.0,8.16,6.4,1
73.0,1.0,20.0,1.0,3602.0,1.0,48.0,2.0,1.0,16.0,5.03,7.36,0
61.0,1.0,9.0,5.0,4020.0,13.0,40.0,1.0,1.0,303.0,7.57,5.32,1
51.0,1.0,20.0,3.0,3255.0,0.0,36.0,2.0,1.0,6.0,7.11,5.05,0
20.0,3.0,19.0,5.0,4435.0,12.0,29.0,1.0,8.0,6.0,4.95,6.3,0
26.0,5.0,21.0,5.0,3255.0,0.0,50.0,2.0,1.0,6.0,7.56,5.99,1
40.0,1.0,16.0,1.0,4710.0,1.0,40.0,1.0,1.0,6.0,7.25,6.54,1
34.0,1.0,16.0,1.0,4251.0,1.0,50.0,1.0,3.0,303.0,3.46,6.11,0
30.0,1.0,19.0,3.0,5740.0,0.0,40.0,2.0,1.0,6.0,6.2,6.33,1
29.0,1.0,19.0,5.0,9620.0,10.0,40.0,1.0,8.0,23.0,4.4,7.16,0
47.0,1.0,16.0,1.0,4220.0,1.0,40.0,1.0,8.0,313.0,6.08,5.25,0
35.0,1.0,20.0,3.0,960.0,0.0,40.0,1.0,9.0,6.0,5.63,5.92,1
58.0,5.0,20.0,3.0,440.0,0.0,40.0,2.0,1.0,6.0,7.81,8.29,1
29.0,1.0,21.0,5.0,220.0,2.0,40.0,1.0,1.0,6.0,6.19,4.78,0
56.0,6.0,19.0,1.0,2600.0,9.0,40.0,1.0,1.0,47.0,4.83,6.01,0
17.0,1.0,14.0,5.0,4720.0,2.0,30.0,2.0,1.0,8.0,6.42,4.08,0
18.0,1.0,19.0,5.0,4220.0,17.0,15.0,1.0,1.0,6.0,7.01,5.36,1
71.0,7.0,16.0,1.0,2752.0,0.0,28.0,1.0,1.0,36.0,3.05,5.0,0
52.0,1.0,22.0,1.0,52.0,0.0,40.0,1.0,1.0,6.0,8.06,7.85,1
28.0,1.0,18.0,5.0,3645.0,2.0,40.0,2.0,6.0,233.0,4.65,5.97,0
73.0,3.0,21.0,1.0,3940.0,0.0,10.0,1.0,6.0,207.0,6.05,3.47,0
49.0,1.0,22.0,1.0,3255.0,0.0,36.0,2.0,1.0,6.0,7.87,6.99,0
19.0,5.0,16.0,5.0,7200.0,2.0,40.0,2.0,1.0,6.0,6.68,5.71,1
49.0,1.0,13.0,2.0,3602.0,0.0,58.0,2.0,8.0,303.0,5.25,5.23,0
64.0,1.0,21.0,4.0,4720.0,2.0,24.0,2.0,1.0,6.0,8.81,6.11,1
36.0,2.0,21.0,1.0,420.0,4.0,60.0,1.0,1.0,6.0,6.97,6.3,1
62.0,1.0,16.0,1.0,4710.0,0.0,65.0,1.0,1.0,6.0,7.34,5.91,1
55.0,3.0,16.0,3.0,2330.0,0.0,40.0,2.0,1.0,6.0,5.26,4.19,0
67.0,1.0,20.0,3.0,8710.0,0.0,9.0,2.0,6.0,6.0,4.83,3.54,1
21.0,1.0,19.0,5.0,4220.0,2.0,20.0,1.0,1.0,6.0,5.15,6.11,0
22.0,1.0,21.0,5.0,1021.0,2.0,40.0,1.0,6.0,207.0,5.78,5.36,0
20.0,1.0,16.0,5.0,9610.0,7.0,20.0,1.0,1.0,6.0,4.38,2.01,0
47.0,1.0,16.0,5.0,9620.0,0.0,40.0,1.0,6.0,233.0,7.51,7.19,1
55.0,1.0,19.0,1.0,9130.0,0.0,40.0,1.0,1.0,303.0,8.34,6.62,1
33.0,1.0,21.0,5.0,2700.0,12.0,40.0,2.0,1.0,4.0,6.85,8.58,0
27.0,2.0,16.0,1.0,4700.0,1.0,40.0,1.0,8.0,48.0,3.26,6.6,0
24.0,1.0,19.0,5.0,4030.0,2.0,40.0,2.0,1.0,6.0,6.59,7.92,1
23.0,2.0,21.0,5.0,2205.0,13.0,40.0,2.0,6.0,24.0,4.76,5.3,0
67.0,1.0,16.0,3.0,4140.0,0.0,18.0,2.0,1.0,303.0,4.52,4.73,0
71.0,6.0,24.0,1.0,2850.0,1.0,40.0,2.0,1.0,36.0,10.0,8.17,1
27.0,1.0,19.0,5.0,8225.0,12.0,40.0,1.0,6.0,247.0,4.88,6.98,0
63.0,1.0,21.0,1.0,3602.0,8.0,24.0,2.0,6.0,233.0,6.31,6.07,0
64.0,1.0,22.0,1.0,440.0,0.0,50.0,1.0,1.0,8.0,6.95,4.55,0
64.0,6.0,16.0,3.0,9620.0,0.0,20.0,1.0,1.0,6.0,5.91,4.76,0
40.0,1.0,20.0,5.0,4760.0,2.0,25.0,2.0,1.0,6.0,4.33,4.26,0
51.0,3.0,17.0,3.0,3602.0,0.0,50.0,2.0,8.0,303.0,7.44,6.0,1
36.0,1.0,21.0,1.0,8990.0,1.0,40.0,1.0,6.0,6.0,6.88,6.67,1
68.0,1.0,15.0,1.0,4020.0,0.0,20.0,2.0,6.0,247.0,5.64,7.52,1
33.0,1.0,15.0,1.0,6200.0,1.0,40.0,1.0,1.0,6.0,6.39,5.76,0
68.0,1.0,20.0,1.0,7140.0,0.0,62.0,1.0,1.0,6.0,7.42,6.87,1
33.0,3.0,21.0,1.0,2310.0,0.0,80.0,2.0,1.0,36.0,8.3,4.66,1
20.0,3.0,15.0,5.0,4252.0,2.0,24.0,2.0,9.0,6.0,6.5,6.62,1
29.0,1.0,19.0,5.0,9645.0,2.0,13.0,1.0,1.0,6.0,8.19,7.52,1
21.0,4.0,19.0,5.0,2545.0,2.0,30.0,1.0,1.0,6.0,5.27,6.15,1
27.0,1.0,21.0,1.0,1021.0,1.0,45.0,1.0,1.0,6.0,7.08,8.27,1
48.0,1.0,17.0,1.0,600.0,2.0,50.0,1.0,1.0,6.0,5.26,3.06,0
34.0,2.0,22.0,5.0,705.0,0.0,40.0,2.0,1.0,37.0,7.75,6.23,1
60.0,7.0,18.0,1.0,1305.0,1.0,40.0,1.0,1.0,6.0,6.46,4.69,1
65.0,6.0,21.0,5.0,20.0,0.0,22.0,2.0,1.0,36.0,7.69,6.34,1
40.0,1.0,21.0,1.0,6660.0,0.0,60.0,1.0,1.0,6.0,7.97,6.77,1
43.0,1.0,20.0,1.0,1106.0,0.0,45.0,1.0,6.0,217.0,4.93,6.05,1
29.0,1.0,21.0,5.0,735.0,2.0,40.0,1.0,8.0,6.0,5.02,5.98,0
23.0,2.0,19.0,5.0,5400.0,2.0,8.0,2.0,1.0,6.0,8.8,10.0,1
33.0,6.0,19.0,5.0,2360.0,12.0,30.0,2.0,6.0,6.0,6.27,6.62,0
58.0,5.0,21.0,1.0,700.0,0.0,40.0,1.0,1.0,6.0,6.68,5.71,0
62.0,3.0,22.0,1.0,1822.0,0.0,45.0,1.0,1.0,24.0,8.79,6.08,1
66.0,6.0,19.0,1.0,7200.0,0.0,46.0,1.0,6.0,205.0,4.76,7.72,0
30.0,2.0,1.0,5.0,6050.0,13.0,40.0,1.0,8.0,6.0,2.4,2.71,0
37.0,2.0,14.0,1.0,2180.0,17.0,70.0,2.0,1.0,32.0,5.14,6.41,0
42.0,1.0,20.0,5.0,4850.0,13.0,40.0,1.0,1.0,19.0,7.13,8.34,1
29.0,3.0,22.0,1.0,2330.0,1.0,40.0,2.0,1.0,6.0,7.43,6.35,1
48.0,1.0,22.0,1.0,5000.0,0.0,40.0,1.0,2.0,427.0,6.17,5.15,0
68.0,1.0,19.0,2.0,3602.0,6.0,42.0,1.0,6.0,217.0,5.72,4.96,0
49.0,1.0,16.0,1.0,9130.0,6.0,40.0,1.0,9.0,312.0,6.41,7.56,1
38.0,1.0,22.0,1.0,1021.0,0.0,40.0,1.0,6.0,240.0,7.34,7.77,0
25.0,6.0,21.0,1.0,2752.0,0.0,40.0,1.0,6.0,233.0,5.89,2.69,0
29.0,1.0,21.0,1.0,120.0,1.0,40.0,2.0,6.0,207.0,6.07,6.52,1
51.0,1.0,9.0,1.0,2145.0,0.0,6.0,2.0,8.0,303.0,3.45,2.96,0
62.0,1.0,21.0,1.0,850.0,0.0,60.0,1.0,1.0,46.0,6.48,6.3,0
67.0,2.0,23.0,1.0,3090.0,0.0,32.0,1.0,1.0,364.0,5.13,4.51,1
49.0,1.0,12.0,1.0,6410.0,0.0,40.0,1.0,1.0,303.0,6.65,5.98,0
60.0,1.0,20.0,1.0,4850.0,0.0,50.0,1.0,1.0,36.0,5.26,6.36,1
54.0,6.0,21.0,1.0,4700.0,0.0,55.0,1.0,6.0,231.0,4.58,6.95,0
43.0,1.0,21.0,1.0,2545.0,0.0,35.0,2.0,1.0,6.0,8.24,6.43,1
38.0,1.0,17.0,5.0,7750.0,0.0,40.0,1.0,1.0,26.0,7.48,5.22,1
63.0,6.0,19.0,1.0,2710.0,0.0,45.0,1.0,1.0,34.0,4.47,5.11,0
31.0,1.0,15.0,5.0,6410.0,12.0,50.0,1.0,1.0,303.0,6.25,6.33,1
35.0,3.0,19.0,1.0,4220.0,0.0,40.0,1.0,1.0,303.0,6.08,6.54,1
53.0,1.0,16.0,1.0,4230.0,1.0,40.0,2.0,1.0,303.0,4.29,5.55,0
40.0,1.0,19.0,5.0,7750.0,0.0,33.0,2.0,8.0,303.0,5.45,5.93,1
62.0,1.0,11.0,1.0,6260.0,0.0,40.0,1.0,8.0,303.0,5.35,5.4,1
29.0,1.0,21.0,5.0,1410.0,12.0,50.0,1.0,1.0,6.0,5.27,4.31,1
46.0,3.0,23.0,1.0,3090.0,1.0,60.0,2.0,6.0,217.0,5.28,5.59,1
64.0,1.0,18.0,5.0,4750.0,0.0,24.0,1.0,1.0,6.0,7.49,8.54,1
18.0,1.0,15.0,5.0,4020.0,15.0,40.0,1.0,6.0,233.0,3.34,5.53,0
66.0,1.0,22.0,1.0,4710.0,1.0,84.0,1.0,6.0,217.0,5.04,4.81,0
53.0,3.0,21.0,1.0,110.0,1.0,60.0,2.0,6.0,6.0,5.9,6.09,1
35.0,2.0,22.0,5.0,2435.0,0.0,35.0,2.0,1.0,6.0,7.89,6.94,1
40.0,1.0,22.0,1.0,440.0,1.0,4.0,2.0,1.0,6.0,8.11,3.94,1
59.0,1.0,21.0,1.0,600.0,1.0,50.0,1.0,1.0,31.0,8.0,8.09,1
46.0,1.0,16.0,3.0,4700.0,0.0,60.0,2.0,1.0,6.0,7.89,5.89,0
43.0,4.0,20.0,1.0,3602.0,1.0,30.0,2.0,1.0,6.0,7.37,6.28,1
46.0,1.0,22.0,1.0,440.0,0.0,55.0,1.0,1.0,25.0,5.97,7.64,1
39.0,2.0,21.0,1.0,3255.0,1.0,60.0,2.0,9.0,12.0,4.89,5.38,0
46.0,1.0,19.0,5.0,3402.0,2.0,40.0,1.0,6.0,223.0,5.12,4.47,0
27.0,1.0,22.0,5.0,350.0,3.0,10.0,1.0,2.0,421.0,5.28,6.33,1
62.0,2.0,22.0,1.0,2012.0,0.0,20.0,2.0,1.0,55.0,8.27,9.41,1
44.0,1.0,21.0,3.0,5240.0,0.0,40.0,2.0,1.0,6.0,9.22,6.52,1
60.0,2.0,20.0,1.0,340.0,0.0,40.0,2.0,1.0,6.0,6.86,7.05,0
35.0,1.0,19.0,1.0,2700.0,0.0,36.0,1.0,1.0,6.0,6.83,4.91,0
43.0,1.0,7.0,1.0,9610.0,0.0,40.0,1.0,8.0,303.0,5.2,6.06,1
19.0,1.0,16.0,5.0,5240.0,2.0,25.0,1.0,1.0,6.0,6.22,5.24,0
64.0,1.0,19.0,1.0,7810.0,1.0,40.0,1.0,2.0,6.0,5.64,6.72,0
40.0,1.0,1.0,1.0,8990.0,0.0,50.0,2.0,8.0,303.0,3.16,3.64,0
31.0,1.0,21.0,5.0,1010.0,2.0,40.0,1.0,1.0,6.0,7.05,6.74,1
41.0,1.0,20.0,1.0,6355.0,1.0,70.0,1.0,1.0,26.0,6.05,5.14,1
48.0,6.0,20.0,3.0,7200.0,0.0,45.0,1.0,1.0,6.0,5.61,6.17,0
43.0,1.0,19.0,5.0,1021.0,0.0,50.0,1.0,1.0,362.0,6.81,7.07,1
38.0,1.0,19.0,4.0,4110.0,0.0,30.0,1.0,1.0,6.0,7.98,7.76,0
32.0,1.0,19.0,1.0,3910.0,1.0,40.0,2.0,1.0,6.0,8.28,7.07,0
64.0,1.0,3.0,4.0,9130.0,10.0,40.0,1.0,1.0,303.0,3.34,4.43,0
63.0,1.0,19.0,3.0,440.0,13.0,45.0,2.0,1.0,215.0,6.68,6.23,1
20.0,1.0,17.0,5.0,3603.0,2.0,40.0,1.0,9.0,303.0,3.83,5.5,0
48.0,6.0,18.0,3.0,2910.0,13.0,40.0,1.0,2.0,6.0,7.33,5.96,1
20.0,1.0,19.0,5.0,4760.0,2.0,25.0,1.0,9.0,6.0,5.22,5.42,0
33.0,1.0,18.0,1.0,9130.0,7.0,50.0,1.0,1.0,6.0,5.17,6.07,1
58.0,1.0,1.0,1.0,7640.0,0.0,40.0,1.0,6.0,207.0,1.22,5.35,0
64.0,2.0,22.0,1.0,2040.0,0.0,50.0,1.0,6.0,217.0,7.36,7.43,1
25.0,1.0,14.0,5.0,3602.0,0.0,40.0,2.0,1.0,6.0,6.34,4.33,0
27.0,3.0,21.0,5.0,2310.0,2.0,40.0,1.0,2.0,6.0,5.62,9.14,0
49.0,4.0,18.0,5.0,3602.0,0.0,23.0,1.0,1.0,130.0,6.68,3.91,1
23.0,3.0,20.0,5.0,2300.0,2.0,19.0,2.0,1.0,303.0,7.82,6.67,1
43.0,1.0,23.0,5.0,3090.0,0.0,60.0,2.0,6.0,6.0,6.81,8.33,1
38.0,5.0,22.0,1.0,5000.0,0.0,40.0,2.0,9.0,226.0,4.92,6.63,0
27.0,1.0,21.0,5.0,51.0,0.0,60.0,1.0,1.0,6.0,5.94,6.4,1
46.0,7.0,21.0,5.0,2710.0,0.0,50.0,2.0,1.0,17.0,4.7,5.85,0
59.0,1.0,15.0,1.0,4700.0,6.0,10.0,2.0,1.0,216.0,4.01,5.99,0
19.0,1.0,16.0,5.0,4110.0,2.0,10.0,1.0,6.0,207.0,5.85,7.59,1
31.0,6.0,16.0,5.0,4251.0,0.0,40.0,1.0,8.0,6.0,5.14,4.15,0
32.0,1.0,21.0,5.0,735.0,13.0,40.0,2.0,1.0,6.0,6.11,7.47,1
64.0,1.0,20.0,3.0,5000.0,0.0,40.0,2.0,1.0,6.0,6.03,5.93,1
61.0,1.0,19.0,1.0,7750.0,1.0,40.0,2.0,6.0,233.0,3.72,5.86,0
34.0,1.0,12.0,5.0,4020.0,13.0,40.0,1.0,1.0,312.0,4.54,5.19,1
64.0,7.0,20.0,2.0,410.0,0.0,2.0,2.0,1.0,6.0,4.49,4.67,1
77.0,6.0,1.0,1.0,4920.0,0.0,30.0,1.0,1.0,20.0,2.91,1.8,0
